url,lastName,firstName,currentTitle,currentLocation,connectionCounts,eduSchool,eduStartDate,eduEndDate,eduField,eduDegree,job1Company,job1StartDate,job1EndDate,job1Title,job1Location,job2Company,job2StartDate,job2EndDate,job2Title,job2Location,job3Company,job3StartDate,job3EndDate,job3Title,job3Location
xxx,xxx,xxx,Junior Analyst at KMK Consulting Inc.,Greater New York City Area,500,Columbia University in New York City,2014,2015,Statistics,Master of Arts (M.A.),China Construction Bank,2011.6,2011.7,Internship,,People&#39;s Insurance Company of China,2013.6,2013.7,Internship,,KMK Consulting Inc.,2016.1,present,Junior Analyst,
xxx,xxx,xxx,Student at Columbia University,"New York, New York",433,Columbia University in the City of New York,2015,2016,Statistics,Master of Arts (M.A.),Agricultural Bank of China,2012.7,2012.9,Intern at the Credit Department,,Shanghai Stock Exchange,2014.6,2014.9,Intern at Derivatives Department,Shanghai,China Merchants Securities,2015.3,2015.5,Equity Research Intern,
xxx,xxx,xxx,Data Scientist at KSMC,"Indianapolis, Indiana Area",500,Columbia University in the City of New York,2014,2015,Statistics,Master of Arts (M.A.),Beijing Institute of Technology,2014.3,2014.8,Data Science Specialist(Big Data Algorithm Simulation),"   Beijing City, China",Scopio,2015.2,2015.5,Data Science Intern,Greater New York City Area,UGE,2015.6,2015.9,Operations Intern,Greater New York City Area
xxx,xxx,xxx,M.A. Student at Columbia University proactively seeking full-time job,"New York, New York",94,Columbia University in the City of New York,2016,2017,Statistics,Master???€??s Degree,Industrial and Commercial Bank of China,2014.6,2014.7,Personal Financial Services Assistant,"   Hangzhou, Zhejiang, China",Huachuang Securities Investment Bank Headquarters,2015.6,2015.7,Quality Control Officer,"   Beijing City, China",The National Society of Leadership and Success,2015.9,2016.5,Member,University of Connecticut
xxx,xxx,xxx,"Analyst, Marketing Analytics at Advance America","Greenville, South Carolina Area",358,Columbia University in the City of New York,2015,2016,Statistics,Master???€??s Degree,Industrial and Commercial Bank of China (Canada),2014.6,2014.8,Financial Analyst Intern,Toranto,University of Illinois at Urbana-Champaign,2014.9,2015.2,Student Mentor for Calculus I &amp; II,"   Urbana-Champaign, Illinois Area",Pythagoras Investment Management LLC.,2016.5,2016.11,Quantitative Analyst Intern,New York City
xxx,xxx,xxx,Data Scientist at Zurich Insurance,Greater New York City Area,400,Columbia University in the City of New York,2016,2017,Statistics,Master of Arts (M.A.),Industrial and Commercial Bank of China Limited,2015.6,2015.8,Intern,,"SIEMENS High Voltage Switch Co., Ltd",2015.9,2015.11,Intern,,Zurich North America,2017.6,present,Data Scientist,New York
xxx,xxx,xxx,Data Scientist at IBM Watson Finance,"Durham, North Carolina",256,Columbia University in the City of New York,2013,2015,Statistics,Master of Arts (M.A.),Bureau of Statistics,2011.6,2011.8,Federal Data Analyst Intern,"   Beijing City, China",Wade &amp; Wendy,2015.7,2016.11,Data Scientist,Greater New York City Area,IBM Thomas J. Watson Research Center,2017.7,2017.12,Data Scientist,Greater New York City Area
xxx,xxx,xxx,Research Associate of Columbia University Medical Center &amp; MA statistics student in Columbia GSAS,Greater New York City Area,129,Columbia University in the City of New York,2017,2018,Statistics,Master of Arts - MA,AXA Swiss Privilege and International Financial Group,2015.7,2015.8,Financial Management Trainee,Hong Kong,Industrial Economic Department of Dalian University of Technology,2015.9,2017.3,Research Assistant,"   Dalian, Liaoning, China",Xueweigui Training Agency,2016.12,2017.7,Teaching Assistant,"   Dalian, Liaoning, China"
xxx,xxx,xxx,Consultant at GEP Worldwide,United States,327,Columbia University in the City of New York,2014,2015,Statistics,Master of Arts (MA),New Oriental Education &amp; Technology Group,2013.12,2014.6,Teaching Intern,"   Hangzhou, Zhejiang, China",iPullRank,2015.1,2015.12,Market Research &amp; Analytics Intern,Greater New York City Area,GoEnnounce.com,2015.2,2015.4,Data Analyst Intern,Greater New York City Area
xxx,xxx,xxx,Data Scientist at Goldman Sachs,Greater New York City Area,138,Columbia University in the City of New York,2012,2014,Statistics,Master???€??s Degree,Columbia University in the City of New York,2012.9,2014.12,Teaching Assistant and Instructor,Greater New York City Area,pymetrics,2015.1,2017.5,Data Scientist,Greater New York City Area,The Data Incubator,2015.6,2015.8,Fellow,Greater New York City Area
xxx,xxx,xxx,MA STAT student at Columbia University,"New York, New York",125,Columbia University in the City of New York,2016,2017,Statistics,Master???€??s Degree,"Southwest Securities, Inc.",2015.12,2016.1,Intern,"   Shenzhen, Guangdong, China",Guosen Securities,2017.6,2017.8,Intern,"   Shenzhen, Guangdong, China",,NA,,,
xxx,xxx,xxx,M.A. in Statistics at Columbia University,Greater New York City Area,500,Columbia University in the City of New York,2015,2016,Statistics,Master of Arts (M.A.),MassMutual Financial Group,2013.1,2013.2,Financial Analyst,Hong Kong,MetLife,2014.6,2014.9,Actuarial Team,"   Chengdu, Sichuan, China",Blue Diamond Advisory,2016.1,2016.3,Equity Research Analyst,Greater New York City Area
xxx,xxx,xxx,Quant Analyst &amp; Data Scientist Intern at Adatos.AI,Greater New York City Area,500,Columbia University in the City of New York,2016,2017.12,M.A. Statistics,Master,Bank of Shanghai,2015.11,2015.11,Risk Management Intern,"   Chengdu, Sichuan, China",Adatos.AI,2018.1,present,Quant Analyst &amp; Data Scientist Intern,Greater New York City Area,,NA,,,
xxx,xxx,xxx,Statistical Programming Analyst,"New York, New York",500,Columbia University in the City of New York,2015,2016,Statistics,Master???€??s Degree,ISERP Columbia University,2016.3,2016.12,Statistical Consultant,Greater New York City Area,Ipsos in North America,2016.7,2016.12,Data Analyst Intern,Greater New York City Area,Columbia University in the City of New York,2016.9,2016.12,Course Assistant,Greater New York City Area
xxx,xxx,xxx,M.A in Statistics at Columbia University in the City of New York,"New York, New York",236,Columbia University in the City of New York,2016,2017,Statistics,Master of Arts (M.A.),Shenwan Hongyuan Securities Co. Ltd.,2015.1,2015.2,Asset Management Analyst,"   Shanghai City, China",HSBC,2015.9,2015.9,Global Market Analyst,"   Shanghai City, China",Tigress Financial Partners,2017.7,2017.9,Analyst,Greater New York City Area
xxx,xxx,xxx,M.A. in Statistics at Columbia University,Greater New York City Area,121,Columbia University Graduate School of Arts and Sciences,2016,2017,Statistics,Master of Arts (M.A.),Willis Towers Watson,2014.1,2014.3,Consultant Analyst Co-op,San Francisco,Munich Re,2014.7,2014.9,Industry Research Intern,Beijing,Chinese Academy of Sciences,2015.9,2016.2,Machine Learning Research Assistant,Beijing
xxx,xxx,xxx,Incoming Data Scientist at Gartner,Greater New York City Area,445,Columbia University in the City of New York,2016,2017.12,Statistics,Master&#39;s degree,Stony Brook University,2013.8,2015.12,Multiple Positions,"   Stony Brook, NY",Allianz,2014.6,2014.8,Summer Analyst,"   Shanghai City, China",MongoDB,2017.6,2017.8,Data Analytics Intern,Greater New York City Area
xxx,xxx,xxx,M.A. in Statistics at Columbia University,Greater New York City Area,500,Columbia University in the City of New York,2014,2016,Statistics,Master of Arts (M.A.),Guoyuan Securities Company Limited,2013.6,2013.8,"   Intern, Investment Banking Department","   Hefei, Anhui, China",Nielsen,2014.4,2014.6,"   Intern, Statistical Operation","   Shanghai City, China",,NA,,,
xxx,xxx,xxx,ASGARD Partners &amp; Co. - Intern,"New York, New York",500,Columbia University Graduate School of Arts and Sciences,2016,2018,Statistics,Master???€??s Degree,J.P. Investment Group,2015.9,2016.5,Intern President???€??s Assistant,"   Shanghai City, China",Sinitek Computer Technology,2017.5,2017.6,Technical Intern,"   Shanghai City, China",??????????????????????????????????????????,2017.6,2017.8,Consulting intern,shanghai
xxx,xxx,xxx,Master&#39;s Student in Statistics at Columbia University,"New York, New York",172,Columbia University,2016,2017,Statistics,Master of Arts (MA),Industrial &amp; Commercial Bank of China (ICBC),2014.6,2014.9,Data Analyst,,Duke University,2015.5,2015.12,Research Assistant,"   Raleigh-Durham, North Carolina Area",China Construction Bank,2017.5,2017.8,Data Analyst,China
xxx,xxx,xxx,Consultant at EY,"New York, New York",149,Columbia University in the City of New York,2013,2015,Statistics,Master&#39;s degree,Korea Ministry of National Defense,2005.1,2007.1,Computer Security Specialist &amp; Code Breaker,"   Yanggu-gun, Gangwon-do, Korea","MAP Alternative Asset Management Company, LLC",2011.5,2011.8,Summer Analyst,"   New York, NY",Columbia University,2011.9,2014.5,Mathematics TA,"   New York, NY"
xxx,xxx,xxx,"Fixed Income Derivatives &amp; Commodities Specialist at Bloomberg, CFA Level 2 Candidate","New York, New York",301,Columbia University in the City of New York,2015,2016,Statistics (Economics Concentration),Master???€??s Degree,Columbia Law School,2015.12,2016.6,Data Research Assistant,"   New York, NY",Columbia University in the City of New York,2015.8,2016.5,Graduate Academic Tutor,"   New York, NY",JPMorgan Chase &amp; Co.,2016.11,2016.12,Credit Risk Intern - Wholesale Credit Analytics &amp; Solutions,"   New York, NY"
xxx,xxx,xxx,Master Student in Statistics at Columbia University,"New York, New York",391,Columbia University in the City of New York,2017,2018,Statistics,Master&#39;s degree candidate,BOCI,2015.7,2015.8,Analyst Assistant,Shanghai China,Frost &amp; Sullivan,2016.6,2016.9,Consultant Analyst Assistant,Shanghai China,"SPD Silicon Valley Bank Co., Ltd.",2016.9,2017.2,Relationship Manager Assistant,Shanghai China
xxx,xxx,xxx,MA in Statistics at Columbia University,"New York, New York",396,Columbia University in the City of New York,2016,2017,Statistics,Master of Arts (M.A.),"China Merchants Securities Co., Ltd.",2014.11,2014.12,Equity Capital Market Intern,"   Beijing City, China",A.T. Kearney,2015.6,2015.9,Summer Consultant Assistant,"   Beijing City, China",Fosun Group,2016.7,2016.8,Summer Intern - Financial Analysis,"   Shanghai City, China"
xxx,xxx,xxx,Data Analyst at StreetEasy,Greater New York City Area,35,Columbia University in the City of New York,2014,2015,Statistics,Master of Arts (M.A.),Citi,2013.7,2013.8,Internship,"   Beijing, China","Technical Consulting &amp; Research, Inc.",2015.2,2015.5,Educational Evaluation Program Specialist,,National Institutes of Health,2015.7,2015.8,Lab Assistant,"   Bethesda, MD"
xxx,xxx,xxx,"M.A. candidate at Columbia University, Department of Statistics","New York, New York",154,Columbia University in the City of New York,2016,2017,Statistics,Master of Arts (M.A.),Psychology for Social Justice Lab (PSJL) with Dr. Phillip Goff,2013.1,2015.7,Team Leader / Research Assistant,Los Angeles,Analysis Project on California Academic Performance Index (API),2014.1,2014.12,Team Leader / Data Analyst,"   Los Angeles, CA",Teladoc,2015.9,2016.2,Data Analyst,Sunnyvale CA
xxx,xxx,xxx,"M.A. in Statistics, Columbia University","New York, New York",87,Columbia University in the City of New York,2015,2016,Statistics,Master of Arts (M.A.),"Bank of Chongqing Co., Ltd",2014.7,2014.8,Intern in Investor Relation &amp; Security Affairs Department,"   Chongqing City, China",Citi,2014.9,2014.9,Young Talent Program,"   Chongqing City, China",Columbia University in the City of New York,2016.1,2016.5,Teaching Assistant,Greater New York City Area
xxx,xxx,xxx,Seeking full-time opportunity; MA Statistics Student at Columbia University,"New York, New York",142,Columbia University in the City of New York,2016,2017,Statistics,Master&#39;s degree,"PING AN INSURANCE (GROUP) COMPANY OF CHINA ,LTD",2016.3,2016.7,Sales Analyst Intern,"   Nantong, Jiangsu, China",Dragon Quant Asset Management,2017.5,2017.7,Quantitative Research Analyst Intern,"   Shanghai City, China",,NA,,,
xxx,xxx,xxx,Data Scientist,Greater New York City Area,241,Columbia University in the City of New York,2013,2014,Statistics,Master&#39;s Degree,KPMG Global Services (KGS),2014.5,2016.4,Data Analyst Consultant,NJ,Credit Suisse,2016.4,present,Predictive Analyst,New York,,NA,,,
xxx,xxx,xxx,Senior Financial Analyst at American Express,"New York, New York",500,Columbia University in the City of New York,2014,2015,Statistics,Master&#39;s Degree,American Express,2015.8,2017.4,Financial Analyst - CCAR Modeling,Greater New York City Area,American Express,2017.4,present,Senior Financial Analyst - CCAR Modeling,Greater New York City Area,,NA,,,
xxx,xxx,xxx,Senior Consultant at EY Actuarial | ASA,Greater New York City Area,500,Columbia University in the City of New York,2014,2015,Statistics,Master&#39;s Degree,People&#39;s Bank of China,2012.7,2012.8,Test Intern,"   Beijing, China",MetLife,2014.5,2014.6,GR Intern,"   Beijing, China",EY,2015.6,2015.8,Actuarial Intern,"   Beijing, China"
xxx,xxx,xxx,"Data Scientist at Button, Inc.","New York, New York",220,Columbia University in the City of New York,2013,2015,Statistics,Master???€??s Degree,"Button, Inc.",2015.1,present,Data Scientist,"   New York, New York",,NA,,,,,NA,,,
xxx,xxx,xxx,Data Scientist,"New York, New York",500,Columbia University in the City of New York,2015,2016,Statistics,Master&#39;s degree,"China Construction Bank, Small and Medium Enterprises Department",2014.7,2014.7,Risk Analyst Intern,Fuzhou,"China Galaxy Securities Co., Ltd.",2015.2,2015.2,Quantitative Analyst Intern,Fuzhou,Columbia University in the City of New York,2016.2,2016.5,Research Assistant,
xxx,xxx,xxx,Grader at Columbia University in the City of New York,"New York, New York",41,Columbia University in the City of New York,2014,2015,Statistics,Master???€??s Degree,Xi???€??an Lianhu Bureau of Statistics,2013.7,2013.8,Data Analyst,"   Xi&#39;an, China",Alibaba Group,2014.4,2014.6,Data Analysis Intern,"   Hangzhou, Zhejiang, China","GF Fund Management Co., Ltd.",2015.6,2015.8,Quantitative Analyst,"   Guangzhou, Guangdong, China"
xxx,xxx,xxx,Financial Markets Research Analyst at JPMorgan Chase &amp; Co.,"New York, New York",500,Columbia University in the City of New York,2014,2015,Statistics,Master&#39;s degree,PROPCY,2015.3,2015.5,Investment Analysis Intern,???????????? ??????????????????????????????,J.P. Morgan,2015.5,2015.8,Summer Data and Portfolio Analyst,???????????? ??????????????????????????????,JPMorgan Chase &amp; Co.,2016.2,present,Financial Markets Research Analyst,???????????? ??????????????????????????????
xxx,xxx,xxx,M.A. Statistics student at Columbia University,"New York, New York",411,Columbia University in the City of New York,2017,2018,Statistics,Master&#39;s degree,EOP  Learning Support Center,2016.9,2016.12,Student Tutor,Greater San Diego Area,University of California San Diego,2016.9,2017.4,Data Analyst Intern,220 Dickinson St UnitA,,NA,,,
xxx,xxx,xxx,M.A.in Statistics,???????????? ??????????????????????????????,483,Columbia University in the City of New York,2015,2016,Statistics,Master&#39;s degree,Columbia University in the City of New York,2016.2,2016.5,Teaching Assistant,,"OmniMarkets, LLC",2016.5,2016.8,Quantitative Developer Intern,,Goldman Sachs,2017.2,present,Data Analytics,Greater New York City Area
xxx,xxx,xxx,Alternative Investment Marketing Support Intern at Silver Leaf Partners / QMC LLC,"New York, New York",175,Columbia University in the City of New York,2015,2017,Statistics,Master???€??s Degree,Agricultural Bank of China,2012.8,2014.2,Customer Service Department Intern (vacation internship),"   Hefei, Anhui, China",Haitong Securities,2014.7,2014.8,High-Net-Worth Client Department Intern,"   Hefei, Anhui, China",Silver Leaf Partners,2016.1,2017.2,Alternative Investment Marketing Support Intern,"   New York, NY, U.S."
xxx,xxx,xxx,Business Analyst at SafeRock Retail,???????????? ??????????????????????????????,188,Columbia University in the City of New York,2015,2016,Statistics,Master of Arts (M.A.),Zhongpingjian Registered Construction Cost Engineers Co. LTD,2013.8,2013.8,Intern,"   Beijing, China",Tianjin Statistic Bureau,2014.8,2014.8,Intern,"   Tianjin, China",China Merchants Bank,2015.7,2015.7,Intern,"   Tianjin, China"
xxx,xxx,xxx,"MA, Statistics, Columbia University ","New York, New York",34,Columbia University in the City of New York,2017,2018,Statistics,Master of Arts - MA,Xiangcai Sec.,2016.8,2016.9,Summer Internship,"   Shanghai City, China",,NA,,,,,NA,,,
xxx,xxx,xxx,Compliance Data Analyst II at Santander Consumer USA,"Seattle, Washington",332,Columbia University,2015,2017,Statistics with a focus on data science,Master&#39;s degree,Renmin University of China,2015.12,2016.2,"   Intern, Data Analyst under Statistics Department","   Beijing City, China","China Foreign Economy and Trade Trust Co., Ltd",2015.5,2015.7,"   Intern, Stock Data Analyst","   Beijing,China",Santander Consumer USA,2017.1,present,Compliance Data Analyst II,Dallas/Fort Worth Area
xxx,xxx,xxx,Graduate Student at Columbia University in the City of New York,???????????? ??????????????????????????????,157,Columbia University in the City of New York,2016,2017,Statistics,Master???€??s Degree,Shanghai Futures Exchange,2015.6,2015.7,Intern,???????????? ????????????????????????,,NA,,,,,NA,,,
xxx,xxx,xxx,Financial Modeling Risk Specialist at Huntington National Bank,"Columbus, Ohio Area",500,Columbia University in the City of New York,2015,2016,Statistics,Master???€??s Degree,Ohio BWC,2016.6,2017.2,Analytical and Actuarial Intern,"   Columbus, Ohio Area",Huntington National Bank,2017.2,present,Financial Modeling Risk Specialist,"   Columbus, Ohio Area",,NA,,,
xxx,xxx,xxx,Data Science at Pinterest,"San Francisco, California",500,Columbia University in the City of New York,2014,2015,Statistics,Master&#39;s Degree,ZheShang Securities Co. Ltd.,2012.7,2012.8,Summer Intern,,????????????????????????????????????????????????,2015.1,2015.12,Teaching Assistant,"   New York, New York",BuildingLink.com,2015.6,2015.8,Data Scientist Summer Intern,"   New York, New York"
xxx,xxx,xxx,Data Scientist at AlixPartners,???????????? ??????????????????????????????,500,Columbia University in the City of New York,2014,2015,Statistics,Master???€??s Degree,"Industrial Bank Co., Ltd.",2012.8,2012.9,Intern,???????????? ???????????? ????????????,China life Asset Management Company,2013.1,2013.2,Intern,???????????? ????????????????????????,AlixPartners,2016.5,present,Consultant (Data Scientist),???????????? ??????????????????????????????
xxx,xxx,xxx,"Data Analyst at Center for Healthcare Organizational and Innovation Research, UC Berkeley",???????????? ??????????????????????????????,432,Columbia University,2015,2016,Statistics,MA in Statistics,Agricultural Bank of China,2014.7,2014.8,Intern,???????????? ???????????? ????????????,New York State Psychiatric Institute,2016.6,2016.12,Data Analyst,Greater New York City Area,UC Berkeley School of Public Health,2017.2,present,Data Analyst,"   Berkeley, CA"
xxx,xxx,xxx,Model Risk - Goldman Sachs,???????????? ??????????????????????????????,500,Columbia University in the City of New York,2014,2015,Statistics,Master&#39;s Degree,China Banking Regulatory Commission(??????????????????????????????????????????????????????????????????????????????,2012.7,2012.8,Summer Research Analyst,"   Beijing City, China","State-Owned Assets Supervision and Administration Commission, State Council PRC(????????????????????????????????????????????????????????????????????????????????????)",2013.7,2013.7,Summer Intern,"   Beijing City, China",China Petroleum and Chemical Corporation (Sinopec),2013.8,2013.9,Summer Analyst,"   Beijing City, China"
xxx,xxx,xxx,M.A.Statistics student in Columbia University. &#92;n,"New York, New York",180,Columbia University in the City of New York,2017,2019,Statistics,M.A,Starcom,2016.5,2016.6,Marketing Intern,"   Shanghai City, China",Citi,2016.7,2016.8,Summer Intern,Shanghai,Philips Lighting,2016.9,2017.2,Data Analysis and Simulation Intern,Shanghai
xxx,xxx,xxx,Student- Columbia University,"New York, New York",254,Columbia University in the City of New York,2017,2018,Statistics,Master of Arts - MA,"PING AN INSURANCE (GROUP) COMPANY OF CHINA ,LTD",2015.7,2015.8,Manager Assistant,China,"China Merchants Securities Co., Ltd.",2016.7,2016.8,Project Intern of Investment Banking Department,China,Ruihua Certified Public Accountants,2017.2,2017.3,Auditing Intern,China
xxx,xxx,xxx,Student at Columbia University in the City of New York,"New York, New York",56,Columbia University in the City of New York,2015,2016,Statistics,Master???€??s Degree,"Industrial Securities Co., Ltd.",2013.7,2013.8,"   Intern, Financial Department","   Xiamen, Fujian, China","PING AN INSURANCE (GROUP) COMPANY OF CHINA ,LTD",2014.6,2014.8,"   Intern, Sales planning department",???????????? ???????????? ????????????,,NA,,,
xxx,xxx,xxx,Student at Columbia University in the City of New York,"New York, New York",97,Columbia University in the City of New York,2015,2016,Statistics,Master???€??s Degree,"Alexander Alternative Capital GP, LLC",2016.6,2016.8,Quantitative Analyst,,,NA,,,,,NA,,,
xxx,xxx,xxx,Consultant at EXL,???????????? ??????????????????????????????,170,Columbia University,2014,2015,Statistics,Master&#39;s degree,Bain &amp; Company,2013.8,2013.9,Greater China information services intern,???????????? ????????????????????????,Shanghai Pudong Development Bank,2014.7,2014.8,Personal Banking development and management Intern,???????????? ????????????????????????,Major League Gaming,2015.2,2015.7,Data Analyst Intern,???????????? ??????????????????????????????
xxx,xxx,xxx,Student at Columbia University in the City of New York,???????????? ??????????????????????????????,500,Columbia University in the City of New York,2017,2018,Statistics,Master of Arts - MA,PT. Surya TOTO Indonesia Tbk,2016,2016,Industrial Engineer Intern,,Purdue University,2016.1,2017.5,Undergraduate Research Assistant,"   West Lafayette, IN",Conagra Brands,2016.8,2016.12,Industrial Engineer Intern/Senior Design Student,"   Indianapolis, Indiana Area"
xxx,xxx,xxx,Student at Columbia University,"New York, New York",108,Columbia University in the City of New York,2017,2018,Statistics,Master of Arts - MA,China Merchants Bank,2013.6,2013.7,Intern,"   New York, New York",University of Illinois at Urbana-Champaign,2015.1,2015.5,Research Assistant,,CITIC Securities Company Limited,2015.7,2015.8,Intern,
xxx,xxx,xxx,Quantitative Researcher,"Jamaica, New York",229,Columbia University in the City of New York,2016,2017,Statistics,Master???€??s Degree,Deloitte,2013.6,2013.7,Audit Intern,"   Hanoi, Vietnam",Sony Music Entertainment,2014.1,2014.4,Risk Management Intern,"   New York, NY","The Navigators Group, Inc.",2014.6,2014.8,Actuarial Intern,"   New York, NY"
xxx,xxx,xxx,M.A. Statistics Student with emphasis in Mathematical Finance at Columbia University,"Colleyville, Texas",91,Columbia University in the City of New York,2017,2018,Statistics,Master of Arts - MA,IHS Markit,2016.6,2016.8,Global Development Intern,"   Dallas, Texas",,NA,,,,,NA,,,
xxx,xxx,xxx,M.A Student in Statistics at Columbia University in the City of New York,"New York, New York",204,Columbia University in the City of New York,2017,2018,Statistics,"   Master of Arts - MA, ",China Development Bank,2015.7,2015.8,Intern in Policy Research Center,China,"China Central Depository &amp; Clearing Co., Ltd,",2016.7,2016.8,Intern in China Bond Pricing Center,Beijing??????China,New Oriental Education &amp; Technology Group,2017.3,2017.5,Teaching Assistant,"   Beijing City, China"
xxx,xxx,xxx,Seeking 2018 Summer Internship opportunities in Data Science/Data Analytics,"New York, New York",207,Columbia University in the City of New York,2017,2018,Statistics,Master of Arts - MA,UCLA Henry Samueli School of Engineering and Applied Science,2016.9,2017.6,Computer Lab Consultant,,,NA,,,,,NA,,,
xxx,xxx,xxx,Statistics  M.A.  Candidate of Columbia University in the city of New York,"New York, New York",12,Columbia University in the City of New York,2016,2017,Statistics,Master&#39;s degree,Zhongtai International Holdings,2016.2,2016.5,Investment Analyst,"   Shanghai City, China",GMBP Capital,2016.9,2017.2,Quantitative Analyst,Greater New York City Area,,NA,,,
xxx,xxx,xxx,M.A in Statistics at Columbia University in the City of New York,Greater New York City Area,248,Columbia University in the City of New York,2016,2017,Statistics,Master of Arts (M.A.),"Huaxia Bank, China",2014.7,2014.8,Retail Banking Intern,"   Qingdao, Shandong, China",Accenture,2015.7,2015.8,Part-time Analyst,"   Shanghai City, China",,NA,,,
xxx,xxx,xxx,Data Analyst at Merlin,"New York, New York",500,Columbia University in the City of New York,2016,2018,Statistics,Master???€??s Degree,Compass /,2017.2,2017.8,Analyst Intern,Greater New York City Area,Columbia Business School,2017.6,2017.8,Research Assistant,Greater New York City Area,Merlin,2018.1,present,Data Analyst,Greater New York City Area
xxx,xxx,xxx,Investment Manager at PhoenixTree Capital,Greater New York City Area,392,Columbia University in the City of New York,2014,2016,Statistics,Master&#39;s degree,Shanghai Huiya Certified Public Accountants,2013,2013.4,Audit and Accounting Intern,"   Shanghai City, China",XInhua News Agency,2015.4,2015.6,Internet Marketing Analyst Intern,Greater New York City Area,People&#39;s Daily,2016.11,2017.11,Marketing Coordinator,Greater New York City Area
xxx,xxx,xxx,M.A. Statistics at Columbia University,"New York, New York",421,Columbia University in the City of New York,2017,2018,Statistics,Master&#39;s degree,Goldman Sachs,2012.5,2012.6,Summer Analyst- Interest Rate Derivatives,Bangalore,Reserve Bank of India,2014.5,2014.8,Summer Intern,"   Chennai Area, India","Mount Carmel College, India",2015.11,2016.3,Visiting Faculty,"   Bengaluru Area, India"
xxx,xxx,xxx,MA in statistics in Columbia University,Greater New York City Area,11,Columbia University in the City of New York,2017,2019,Statistics,Master&#39;s degree,"Heaven-sent Capital Management Group Co., Ltd.",2015.8,2015.9,Internship,Beijing,CHINA CITIC BANK,2016.6,2016.7,Internship,Beijing,,NA,,,
xxx,xxx,xxx,MA Candidate at Columbia University,"New York, New York",500,Columbia University in the City of New York,2016,2018,Statistics (Quantitative Methods in the Social Sciences),Master&#39;s degree,Financial Frontiers,2011.1,2011.8,Assistant to Chairman,Singapore,Singapore Legal Service,2015.8,2015.9,Summer Law Clerk,Singapore,E-Math Prep Academy,2017.1,2017.5,Math Instructor,Greater New York City Area
xxx,xxx,xxx,Credit analyst in PayPal,"New York, New York",500,Columbia University in the City of New York,2013,2014,Statistics,Master of Arts - MA,Discover Financial Services,2015.1,2017.5,Senior Associate,"   Phoenix, Arizona Area",PayPal,2017.5,present,Risk Analyst,"   San Jose, California",,NA,,,
xxx,xxx,xxx,Investment Banking Analyst at Citi,"New York, New York",500,Columbia University in the City of New York,2012,2013,   Statistics,   Master of Arts (MA),Morgan Stanley,2013.7,2013.9,"   Summer Analyst, Fixed Income Sales and Trading",   Beijing,Citi,2014.6,2014.8,   Investment Banking Summer Analyst,   Hong Kong,Citi,2014.9,present,   Investment Banking Analyst,   Hong Kong
xxx,xxx,xxx,Investment Manager at Private Equity,Greater New York City Area,500,Columbia University in the City of New York,2013,2015,   Statistics,   Master&#39;s Degree,Chubb (formerly ACE Group),2014.6,2014.8,"   Capital Management &amp; Corporate Finance, Summer Analyst","   Philadelphia, PA",Barclays Investment Bank,2015.1,2017.6,"   Global Finance, Senior Analyst",   Greater New York City Area,Private Equity (Family Office),2017.7,present,   Investment Manager,"   Shanghai City, China"
xxx,xxx,xxx,Data Scientist at PulsePoint,Greater New York City Area,461,Columbia University in the City of New York,2013,2014,   Statistics,   Master of Arts (MA),National Taiwan University,2012.2,2012.8,   Research Assistant,,"Army, R.O.C.",2012.8,2013.7,   Second Lieutenant,   Taiwan,PulsePoint,2015.3,present,   Data Scientist,   Greater New York City Area
xxx,xxx,xxx,Financial Markets Research Analyst at JPMorgan Chase &amp; Co.,"New York, New York",500,Columbia University in the City of New York,2014,2015,   Statistics,   Master&#39;s degree,PROPCY,2015.3,2015.5,   Investment Analysis Intern,   Greater New York City Area,J.P. Morgan,2015.5,2015.8,   Summer Data and Portfolio Analyst,   Greater New York City Area,JPMorgan Chase &amp; Co.,2016.2,present,   Financial Markets Research Analyst,   Greater New York City Area
xxx,xxx,xxx,"Columbia University, Master&#39;s Degree in Statistics &#92;nActively looking for a full time job","New York, New York",500,Columbia University in the City of New York,2016,2017,   Statistics,   Master of Arts (M.A.),China Everbright Bank,2015.8,2015.1,   Risk Analyst,,"China Securities Co., Ltd.",2017.6,2017.8,   Business Analyst,,,,,,
xxx,xxx,xxx,Research Assistant at Columbia Business School,"New York, New York",154,Columbia University in the City of New York,2017,2018,   Statistics,   Master&#39;s degree,Hubei Tianmingqihe Interenet Technology Co.Ltd,2016.4,2017,   Co-Founder,"   Wuhan, Hubei, China",Bureau of Statitics Shanxi Province,2016.7,2016.8,   Intern,"   Taiyuan, Shanxi, China",Columbia Business School,2018.1,present,   Research Assistant,   Greater New York City Area
xxx,xxx,xxx,"Senior Data Analyst | Proficient in Statistics, Machine Learning , Data Science, SAS, R, Python, SQL and Tableau",Greater New York City Area,394,Columbia University in the City of New York,2013,2014,   Statistics,   Master of Arts (M.A.),Internet Business Japan Co. Ltd,2013.12,2014.5,   Digital Marketing Strategist Intern,   Greater New York City Area,UM Worldwide,2015.2,2017.3,"   Analyst, Machine Learning Platform",   Greater New York City Area,UM Worldwide,2017.4,present,"   Senior Data Analyst, Machine Learning Platform",   Greater New York City Area
