ST,STATE,OCC_TITLE,A_MEAN
UT,Utah,Protective Service Occupations,38680
UT,Utah,First-Line Supervisors of Correctional Officers,61550
UT,Utah,First-Line Supervisors of Police and Detectives,69170
UT,Utah,First-Line Supervisors of Fire Fighting and Prevention Workers,70310
UT,Utah,"First-Line Supervisors of Protective Service Workers, All Other",47550
UT,Utah,Firefighters,39210
UT,Utah,Fire Inspectors and Investigators,54320
UT,Utah,Bailiffs,38710
UT,Utah,Correctional Officers and Jailers,40060
UT,Utah,Detectives and Criminal Investigators,71670
UT,Utah,Parking Enforcement Workers,31970
UT,Utah,Police and Sheriff's Patrol Officers,46500
UT,Utah,Animal Control Workers,32990
UT,Utah,Private Detectives and Investigators,46480
UT,Utah,Security Guards,30280
UT,Utah,Crossing Guards,20370
UT,Utah,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",19240
UT,Utah,Transportation Security Screeners,37100
UT,Utah,"Protective Service Workers, All Other",33070
UT,Utah,Food Preparation and Serving Related Occupations,21140
UT,Utah,Chefs and Head Cooks,43520
UT,Utah,First-Line Supervisors of Food Preparation and Serving Workers,29710
UT,Utah,"Cooks, Fast Food",19070
UT,Utah,"Cooks, Institution and Cafeteria",24750
UT,Utah,"Cooks, Restaurant",23470
UT,Utah,"Cooks, Short Order",23040
UT,Utah,Food Preparation Workers,19940
UT,Utah,Bartenders,23050
UT,Utah,"Combined Food Preparation and Serving Workers, Including Fast Food",18370
UT,Utah,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",19380
UT,Utah,Waiters and Waitresses,22770
UT,Utah,"Food Servers, Nonrestaurant",20750
UT,Utah,Dining Room and Cafeteria Attendants and Bartender Helpers,19240
UT,Utah,Dishwashers,18140
UT,Utah,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",18280
UT,Utah,"Food Preparation and Serving Related Workers, All Other",21260
UT,Utah,Building and Grounds Cleaning and Maintenance Occupations,23470
UT,Utah,First-Line Supervisors of Housekeeping and Janitorial Workers,37840
UT,Utah,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",44480
UT,Utah,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",21940
UT,Utah,Maids and Housekeeping Cleaners,19630
UT,Utah,Pest Control Workers,31220
UT,Utah,Landscaping and Groundskeeping Workers,24210
UT,Utah,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",32500
UT,Utah,Tree Trimmers and Pruners,29560
UT,Utah,"Grounds Maintenance Workers, All Other",32100
UT,Utah,Personal Care and Service Occupations,24620
UT,Utah,First-Line Supervisors of Personal Service Workers,32520
UT,Utah,Animal Trainers,25710
UT,Utah,Nonfarm Animal Caretakers,20970
UT,Utah,Motion Picture Projectionists,19010
UT,Utah,"Ushers, Lobby Attendants, and Ticket Takers",18130
UT,Utah,Amusement and Recreation Attendants,22640
UT,Utah,Costume Attendants,32390
UT,Utah,"Locker Room, Coatroom, and Dressing Room Attendants",20780
UT,Utah,Funeral Attendants,27980
UT,Utah,"Morticians, Undertakers, and Funeral Directors",50420
UT,Utah,"Hairdressers, Hairstylists, and Cosmetologists",27240
UT,Utah,Manicurists and Pedicurists,24110
UT,Utah,Skincare Specialists,28380
UT,Utah,Baggage Porters and Bellhops,20160
UT,Utah,Concierges,26070
UT,Utah,Tour Guides and Escorts,25550
UT,Utah,Childcare Workers,21500
UT,Utah,Personal Care Aides,20300
UT,Utah,Fitness Trainers and Aerobics Instructors,39140
UT,Utah,Recreation Workers,24020
UT,Utah,Residential Advisors,25980
UT,Utah,"Personal Care and Service Workers, All Other",28220
UT,Utah,Sales and Related Occupations,38440
UT,Utah,First-Line Supervisors of Retail Sales Workers,38590
UT,Utah,First-Line Supervisors of Non-Retail Sales Workers,87240
UT,Utah,Cashiers,19700
UT,Utah,Counter and Rental Clerks,24840
UT,Utah,Parts Salespersons,35190
UT,Utah,Retail Salespersons,26420
UT,Utah,Advertising Sales Agents,59280
UT,Utah,Insurance Sales Agents,51370
UT,Utah,"Securities, Commodities, and Financial Services Sales Agents",72090
UT,Utah,Travel Agents,33360
UT,Utah,"Sales Representatives, Services, All Other",52540
UT,Utah,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",93040
UT,Utah,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",70400
UT,Utah,Demonstrators and Product Promoters,25860
UT,Utah,Real Estate Brokers,53300
UT,Utah,Real Estate Sales Agents,53660
UT,Utah,Sales Engineers,92640
UT,Utah,Telemarketers,25600
UT,Utah,"Sales and Related Workers, All Other",31970
UT,Utah,Office and Administrative Support Occupations,32420
UT,Utah,First-Line Supervisors of Office and Administrative Support Workers,49110
UT,Utah,"Switchboard Operators, Including Answering Service",25260
UT,Utah,Telephone Operators,31350
UT,Utah,Bill and Account Collectors,34350
UT,Utah,Billing and Posting Clerks,32220
UT,Utah,"Bookkeeping, Accounting, and Auditing Clerks",35200
UT,Utah,Payroll and Timekeeping Clerks,38890
UT,Utah,Procurement Clerks,36160
UT,Utah,Tellers,23870
UT,Utah,"Financial Clerks, All Other",38690
UT,Utah,Brokerage Clerks,43810
UT,Utah,Correspondence Clerks,37250
UT,Utah,"Court, Municipal, and License Clerks",32660
UT,Utah,"Credit Authorizers, Checkers, and Clerks",32890
UT,Utah,Customer Service Representatives,30350
UT,Utah,"Eligibility Interviewers, Government Programs",40450
UT,Utah,File Clerks,27970
UT,Utah,"Hotel, Motel, and Resort Desk Clerks",20550
UT,Utah,"Interviewers, Except Eligibility and Loan",28160
UT,Utah,"Library Assistants, Clerical",24850
UT,Utah,Loan Interviewers and Clerks,34760
UT,Utah,New Accounts Clerks,32630
UT,Utah,Order Clerks,30010
UT,Utah,"Human Resources Assistants, Except Payroll and Timekeeping",36600
UT,Utah,Receptionists and Information Clerks,25430
UT,Utah,Reservation and Transportation Ticket Agents and Travel Clerks,29610
UT,Utah,"Information and Record Clerks, All Other",36570
UT,Utah,Cargo and Freight Agents,37610
UT,Utah,Couriers and Messengers,26430
UT,Utah,"Police, Fire, and Ambulance Dispatchers",37160
UT,Utah,"Dispatchers, Except Police, Fire, and Ambulance",40230
UT,Utah,"Meter Readers, Utilities",42150
UT,Utah,Postal Service Clerks,49410
UT,Utah,Postal Service Mail Carriers,52190
UT,Utah,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",47110
UT,Utah,"Production, Planning, and Expediting Clerks",44130
UT,Utah,"Shipping, Receiving, and Traffic Clerks",29220
UT,Utah,Stock Clerks and Order Fillers,25330
UT,Utah,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",32570
UT,Utah,Executive Secretaries and Executive Administrative Assistants,46260
UT,Utah,Legal Secretaries,39900
UT,Utah,Medical Secretaries,31040
UT,Utah,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",31820
UT,Utah,Computer Operators,39200
UT,Utah,Data Entry Keyers,29990
UT,Utah,Word Processors and Typists,30380
UT,Utah,Desktop Publishers,36860
UT,Utah,Insurance Claims and Policy Processing Clerks,35410
UT,Utah,"Mail Clerks and Mail Machine Operators, Except Postal Service",26810
UT,Utah,"Office Clerks, General",27690
UT,Utah,"Office Machine Operators, Except Computer",26270
UT,Utah,Statistical Assistants,44590
UT,Utah,"Office and Administrative Support Workers, All Other",39870
UT,Utah,"Farming, Fishing, and Forestry Occupations",26700
UT,Utah,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",41610
UT,Utah,Agricultural Equipment Operators,29230
UT,Utah,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",24050
UT,Utah,"Farmworkers, Farm, Ranch, and Aquacultural Animals",29090
UT,Utah,Construction and Extraction Occupations,41010
UT,Utah,First-Line Supervisors of Construction Trades and Extraction Workers,57710
UT,Utah,Boilermakers,73560
UT,Utah,Brickmasons and Blockmasons,42280
UT,Utah,Stonemasons,35540
UT,Utah,Carpenters,36600
UT,Utah,Carpet Installers,28760
UT,Utah,"Floor Layers, Except Carpet, Wood, and Hard Tiles",32910
UT,Utah,Floor Sanders and Finishers,25940
UT,Utah,Tile and Marble Setters,37140
UT,Utah,Cement Masons and Concrete Finishers,35370
UT,Utah,Construction Laborers,29680
UT,Utah,"Paving, Surfacing, and Tamping Equipment Operators",41320
UT,Utah,Operating Engineers and Other Construction Equipment Operators,42860
UT,Utah,Drywall and Ceiling Tile Installers,34260
UT,Utah,Tapers,33300
UT,Utah,Electricians,47520
UT,Utah,Glaziers,39360
UT,Utah,"Insulation Workers, Floor, Ceiling, and Wall",47580
UT,Utah,"Insulation Workers, Mechanical",35470
UT,Utah,"Painters, Construction and Maintenance",34520
UT,Utah,Paperhangers,27190
UT,Utah,Pipelayers,37250
UT,Utah,"Plumbers, Pipefitters, and Steamfitters",48660
UT,Utah,Plasterers and Stucco Masons,33700
UT,Utah,Reinforcing Iron and Rebar Workers,49660
UT,Utah,Roofers,35700
UT,Utah,Sheet Metal Workers,43870
UT,Utah,Structural Iron and Steel Workers,42480
UT,Utah,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",31090
UT,Utah,Helpers--Carpenters,27050
UT,Utah,Helpers--Electricians,23460
UT,Utah,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",23860
UT,Utah,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",25500
UT,Utah,Helpers--Roofers,25420
UT,Utah,"Helpers, Construction Trades, All Other",26790
UT,Utah,Construction and Building Inspectors,61520
UT,Utah,Elevator Installers and Repairers,64710
UT,Utah,Fence Erectors,33940
UT,Utah,Hazardous Materials Removal Workers,40790
UT,Utah,Highway Maintenance Workers,37400
UT,Utah,Rail-Track Laying and Maintenance Equipment Operators,50550
UT,Utah,Septic Tank Servicers and Sewer Pipe Cleaners,30730
UT,Utah,"Construction and Related Workers, All Other",32600
UT,Utah,"Derrick Operators, Oil and Gas",63880
UT,Utah,"Rotary Drill Operators, Oil and Gas",54910
UT,Utah,"Service Unit Operators, Oil, Gas, and Mining",52330
UT,Utah,"Earth Drillers, Except Oil and Gas",48680
UT,Utah,"Explosives Workers, Ordnance Handling Experts, and Blasters",48730
UT,Utah,Continuous Mining Machine Operators,54620
UT,Utah,Mine Cutting and Channeling Machine Operators,54180
UT,Utah,"Rock Splitters, Quarry",39910
UT,Utah,"Roof Bolters, Mining",55470
UT,Utah,"Roustabouts, Oil and Gas",39590
UT,Utah,"Installation, Maintenance, and Repair Occupations",45080
UT,Utah,"First-Line Supervisors of Mechanics, Installers, and Repairers",63770
UT,Utah,"Computer, Automated Teller, and Office Machine Repairers",35100
UT,Utah,"Radio, Cellular, and Tower Equipment Installers and Repairers",51320
UT,Utah,"Telecommunications Equipment Installers and Repairers, Except Line Installers",56590
UT,Utah,Avionics Technicians,54280
UT,Utah,"Electric Motor, Power Tool, and Related Repairers",27970
UT,Utah,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",57420
UT,Utah,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",85940
UT,Utah,"Electronic Equipment Installers and Repairers, Motor Vehicles",*
UT,Utah,Electronic Home Entertainment Equipment Installers and Repairers,35180
UT,Utah,Security and Fire Alarm Systems Installers,40350
UT,Utah,Aircraft Mechanics and Service Technicians,53970
UT,Utah,Automotive Body and Related Repairers,46320
UT,Utah,Automotive Glass Installers and Repairers,*
UT,Utah,Automotive Service Technicians and Mechanics,38930
UT,Utah,Bus and Truck Mechanics and Diesel Engine Specialists,44100
UT,Utah,Farm Equipment Mechanics and Service Technicians,40480
UT,Utah,"Mobile Heavy Equipment Mechanics, Except Engines",52500
UT,Utah,Rail Car Repairers,57450
UT,Utah,Motorboat Mechanics and Service Technicians,39150
UT,Utah,Motorcycle Mechanics,35310
UT,Utah,Outdoor Power Equipment and Other Small Engine Mechanics,31400
UT,Utah,Bicycle Repairers,25230
UT,Utah,Recreational Vehicle Service Technicians,39910
UT,Utah,Tire Repairers and Changers,26020
UT,Utah,Mechanical Door Repairers,39320
UT,Utah,"Control and Valve Installers and Repairers, Except Mechanical Door",54290
UT,Utah,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",46200
UT,Utah,Home Appliance Repairers,38850
UT,Utah,Industrial Machinery Mechanics,52000
UT,Utah,"Maintenance Workers, Machinery",44500
UT,Utah,Millwrights,59830
UT,Utah,Electrical Power-Line Installers and Repairers,62060
UT,Utah,Telecommunications Line Installers and Repairers,41360
UT,Utah,Medical Equipment Repairers,56970
UT,Utah,Musical Instrument Repairers and Tuners,31780
UT,Utah,"Precision Instrument and Equipment Repairers, All Other",56850
UT,Utah,"Maintenance and Repair Workers, General",36120
UT,Utah,"Coin, Vending, and Amusement Machine Servicers and Repairers",39940
UT,Utah,Locksmiths and Safe Repairers,37430
UT,Utah,Riggers,56920
UT,Utah,"Helpers--Installation, Maintenance, and Repair Workers",26830
UT,Utah,"Installation, Maintenance, and Repair Workers, All Other",41950
UT,Utah,Production Occupations,34890
UT,Utah,First-Line Supervisors of Production and Operating Workers,56780
UT,Utah,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",34280
UT,Utah,Electrical and Electronic Equipment Assemblers,33760
UT,Utah,Electromechanical Equipment Assemblers,41130
UT,Utah,Engine and Other Machine Assemblers,34020
UT,Utah,Structural Metal Fabricators and Fitters,36870
UT,Utah,Fiberglass Laminators and Fabricators,34820
UT,Utah,Team Assemblers,28690
UT,Utah,"Assemblers and Fabricators, All Other",25140
UT,Utah,Bakers,25530
UT,Utah,Butchers and Meat Cutters,29820
UT,Utah,"Meat, Poultry, and Fish Cutters and Trimmers",27130
UT,Utah,Slaughterers and Meat Packers,27310
UT,Utah,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",31150
UT,Utah,Food Batchmakers,28560
UT,Utah,Food Cooking Machine Operators and Tenders,28870
UT,Utah,"Food Processing Workers, All Other",24320
UT,Utah,"Computer-Controlled Machine Tool Operators, Metal and Plastic",36760
UT,Utah,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",52000
UT,Utah,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",33940
UT,Utah,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",31690
UT,Utah,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",32660
UT,Utah,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",32370
UT,Utah,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",30380
UT,Utah,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",27830
UT,Utah,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",36640
UT,Utah,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",33180
UT,Utah,Machinists,45510
UT,Utah,Metal-Refining Furnace Operators and Tenders,44340
UT,Utah,"Pourers and Casters, Metal",30090
UT,Utah,"Model Makers, Metal and Plastic",42680
UT,Utah,Foundry Mold and Coremakers,31030
UT,Utah,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",29370
UT,Utah,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",34250
UT,Utah,Tool and Die Makers,52240
UT,Utah,"Welders, Cutters, Solderers, and Brazers",40430
UT,Utah,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",39190
UT,Utah,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",31630
UT,Utah,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",31120
UT,Utah,"Tool Grinders, Filers, and Sharpeners",36190
UT,Utah,"Metal Workers and Plastic Workers, All Other",25690
UT,Utah,Prepress Technicians and Workers,36290
UT,Utah,Printing Press Operators,32870
UT,Utah,Print Binding and Finishing Workers,28000
UT,Utah,Laundry and Dry-Cleaning Workers,20940
UT,Utah,"Pressers, Textile, Garment, and Related Materials",19670
UT,Utah,Sewing Machine Operators,24590
UT,Utah,Shoe and Leather Workers and Repairers,27390
UT,Utah,"Tailors, Dressmakers, and Custom Sewers",26830
UT,Utah,Textile Bleaching and Dyeing Machine Operators and Tenders,27370
UT,Utah,"Textile Cutting Machine Setters, Operators, and Tenders",25860
UT,Utah,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",29250
UT,Utah,Upholsterers,30060
UT,Utah,"Textile, Apparel, and Furnishings Workers, All Other",22210
UT,Utah,Cabinetmakers and Bench Carpenters,30880
UT,Utah,Furniture Finishers,33850
UT,Utah,"Sawing Machine Setters, Operators, and Tenders, Wood",29060
UT,Utah,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",27050
UT,Utah,Power Plant Operators,71680
UT,Utah,Stationary Engineers and Boiler Operators,50330
UT,Utah,Water and Wastewater Treatment Plant and System Operators,44600
UT,Utah,Chemical Plant and System Operators,57290
UT,Utah,Gas Plant Operators,64500
UT,Utah,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",66830
UT,Utah,"Plant and System Operators, All Other",55730
UT,Utah,Chemical Equipment Operators and Tenders,41530
UT,Utah,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",40620
UT,Utah,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",27490
UT,Utah,"Grinding and Polishing Workers, Hand",29060
UT,Utah,"Mixing and Blending Machine Setters, Operators, and Tenders",32330
UT,Utah,"Cutters and Trimmers, Hand",27850
UT,Utah,"Cutting and Slicing Machine Setters, Operators, and Tenders",28900
UT,Utah,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",31730
UT,Utah,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",36720
UT,Utah,"Inspectors, Testers, Sorters, Samplers, and Weighers",38810
UT,Utah,Jewelers and Precious Stone and Metal Workers,26930
UT,Utah,Dental Laboratory Technicians,37200
UT,Utah,Medical Appliance Technicians,35210
UT,Utah,Ophthalmic Laboratory Technicians,27920
UT,Utah,Packaging and Filling Machine Operators and Tenders,27790
UT,Utah,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",30690
UT,Utah,"Painters, Transportation Equipment",47610
UT,Utah,"Painting, Coating, and Decorating Workers",32380
UT,Utah,Photographic Process Workers and Processing Machine Operators,27480
UT,Utah,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",32420
UT,Utah,Cooling and Freezing Equipment Operators and Tenders,43090
UT,Utah,Etchers and Engravers,31190
UT,Utah,"Molders, Shapers, and Casters, Except Metal and Plastic",34510
UT,Utah,"Paper Goods Machine Setters, Operators, and Tenders",36780
UT,Utah,Helpers--Production Workers,24920
UT,Utah,"Production Workers, All Other",29020
UT,Utah,Transportation and Material Moving Occupations,35470
UT,Utah,Aircraft Cargo Handling Supervisors,42880
UT,Utah,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",46250
UT,Utah,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,59100
UT,Utah,Commercial Pilots,*
UT,Utah,Airfield Operations Specialists,47840
UT,Utah,Flight Attendants,34880
UT,Utah,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",20410
UT,Utah,"Bus Drivers, Transit and Intercity",31370
UT,Utah,"Bus Drivers, School or Special Client",31640
UT,Utah,Driver/Sales Workers,26450
UT,Utah,Heavy and Tractor-Trailer Truck Drivers,43990
UT,Utah,Light Truck or Delivery Services Drivers,31110
UT,Utah,Taxi Drivers and Chauffeurs,24460
UT,Utah,"Motor Vehicle Operators, All Other",39830
UT,Utah,Locomotive Engineers,55510
UT,Utah,"Railroad Brake, Signal, and Switch Operators",45400
UT,Utah,Parking Lot Attendants,21490
UT,Utah,Automotive and Watercraft Service Attendants,24740
UT,Utah,Transportation Inspectors,72100
UT,Utah,"Transportation Workers, All Other",44990
UT,Utah,Conveyor Operators and Tenders,54600
UT,Utah,Crane and Tower Operators,48080
UT,Utah,Excavating and Loading Machine and Dragline Operators,38360
UT,Utah,"Loading Machine Operators, Underground Mining",51210
UT,Utah,Industrial Truck and Tractor Operators,34650
UT,Utah,Cleaners of Vehicles and Equipment,22030
UT,Utah,"Laborers and Freight, Stock, and Material Movers, Hand",26410
UT,Utah,Machine Feeders and Offbearers,36520
UT,Utah,"Packers and Packagers, Hand",22060
UT,Utah,Gas Compressor and Gas Pumping Station Operators,49160
UT,Utah,Wellhead Pumpers,53340
UT,Utah,Refuse and Recyclable Material Collectors,30790
UT,Utah,Mine Shuttle Car Operators,52930
UT,Utah,"Material Moving Workers, All Other",37240
VT,Vermont,All Occupations,44540
VT,Vermont,Management Occupations,98090
VT,Vermont,Chief Executives,178540
VT,Vermont,General and Operations Managers,107570
VT,Vermont,Advertising and Promotions Managers,102460
VT,Vermont,Marketing Managers,112030
VT,Vermont,Sales Managers,108870
VT,Vermont,Public Relations and Fundraising Managers,102620
VT,Vermont,Administrative Services Managers,86850
VT,Vermont,Computer and Information Systems Managers,131770
VT,Vermont,Financial Managers,118470
VT,Vermont,Industrial Production Managers,99000
VT,Vermont,Purchasing Managers,93270
VT,Vermont,"Transportation, Storage, and Distribution Managers",82050
VT,Vermont,Human Resources Managers,110760
VT,Vermont,Training and Development Managers,88410
VT,Vermont,Construction Managers,88990
VT,Vermont,"Education Administrators, Preschool and Childcare Center/Program",46400
VT,Vermont,"Education Administrators, Elementary and Secondary School",84330
VT,Vermont,"Education Administrators, Postsecondary",89900
VT,Vermont,"Education Administrators, All Other",68750
VT,Vermont,Architectural and Engineering Managers,115500
VT,Vermont,Food Service Managers,54720
VT,Vermont,Lodging Managers,70830
VT,Vermont,Medical and Health Services Managers,92480
VT,Vermont,Natural Sciences Managers,98430
VT,Vermont,Postmasters and Mail Superintendents,60840
VT,Vermont,"Property, Real Estate, and Community Association Managers",68920
VT,Vermont,Social and Community Service Managers,68490
VT,Vermont,Emergency Management Directors,67900
VT,Vermont,"Managers, All Other",95470
VT,Vermont,Business and Financial Operations Occupations,64460
VT,Vermont,"Agents and Business Managers of Artists, Performers, and Athletes",52370
VT,Vermont,"Buyers and Purchasing Agents, Farm Products",57150
VT,Vermont,"Wholesale and Retail Buyers, Except Farm Products",46780
VT,Vermont,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",56620
VT,Vermont,"Claims Adjusters, Examiners, and Investigators",63400
VT,Vermont,Compliance Officers,65010
VT,Vermont,Cost Estimators,62800
VT,Vermont,Human Resources Specialists,60290
VT,Vermont,Labor Relations Specialists,68030
VT,Vermont,Logisticians,63520
VT,Vermont,Management Analysts,84910
VT,Vermont,"Meeting, Convention, and Event Planners",45620
VT,Vermont,Fundraisers,48700
VT,Vermont,"Compensation, Benefits, and Job Analysis Specialists",59490
VT,Vermont,Training and Development Specialists,57800
VT,Vermont,Market Research Analysts and Marketing Specialists,56370
VT,Vermont,"Business Operations Specialists, All Other",68270
VT,Vermont,Accountants and Auditors,70420
VT,Vermont,Appraisers and Assessors of Real Estate,43940
VT,Vermont,Budget Analysts,61320
VT,Vermont,Credit Analysts,60100
VT,Vermont,Financial Analysts,97700
VT,Vermont,Personal Financial Advisors,76650
VT,Vermont,Insurance Underwriters,61520
VT,Vermont,Financial Examiners,65010
VT,Vermont,Loan Officers,76700
VT,Vermont,"Tax Examiners and Collectors, and Revenue Agents",55100
VT,Vermont,Tax Preparers,50880
VT,Vermont,"Financial Specialists, All Other",66500
VT,Vermont,Computer and Mathematical Occupations,71880
VT,Vermont,Computer Systems Analysts,75420
VT,Vermont,Information Security Analysts,79400
VT,Vermont,Computer Programmers,67170
VT,Vermont,"Software Developers, Applications",79210
VT,Vermont,"Software Developers, Systems Software",113610
VT,Vermont,Web Developers,65570
VT,Vermont,Database Administrators,65780
VT,Vermont,Network and Computer Systems Administrators,75330
VT,Vermont,Computer Network Architects,76820
VT,Vermont,Computer User Support Specialists,49400
VT,Vermont,Computer Network Support Specialists,54220
VT,Vermont,"Computer Occupations, All Other",85650
VT,Vermont,Actuaries,111600
VT,Vermont,Operations Research Analysts,69540
VT,Vermont,Statisticians,60340
VT,Vermont,Architecture and Engineering Occupations,69250
VT,Vermont,"Architects, Except Landscape and Naval",68700
VT,Vermont,Landscape Architects,64020
VT,Vermont,Cartographers and Photogrammetrists,50980
VT,Vermont,Surveyors,48060
VT,Vermont,Biomedical Engineers,95830
VT,Vermont,Civil Engineers,72660
VT,Vermont,Computer Hardware Engineers,108970
VT,Vermont,Electrical Engineers,89330
VT,Vermont,"Electronics Engineers, Except Computer",101150
VT,Vermont,Environmental Engineers,90620
VT,Vermont,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",84120
VT,Vermont,Industrial Engineers,75930
VT,Vermont,Materials Engineers,91580
VT,Vermont,Mechanical Engineers,85330
VT,Vermont,"Engineers, All Other",89090
VT,Vermont,Architectural and Civil Drafters,45220
VT,Vermont,Electrical and Electronics Drafters,62850
VT,Vermont,Mechanical Drafters,58560
VT,Vermont,Civil Engineering Technicians,50160
VT,Vermont,Electrical and Electronics Engineering Technicians,63300
VT,Vermont,Environmental Engineering Technicians,45220
VT,Vermont,Industrial Engineering Technicians,53220
VT,Vermont,Mechanical Engineering Technicians,47090
VT,Vermont,"Engineering Technicians, Except Drafters, All Other",53610
VT,Vermont,Surveying and Mapping Technicians,45760
VT,Vermont,"Life, Physical, and Social Science Occupations",60600
VT,Vermont,Food Scientists and Technologists,65000
VT,Vermont,Zoologists and Wildlife Biologists,59430
VT,Vermont,Conservation Scientists,52420
VT,Vermont,Foresters,57400
VT,Vermont,"Medical Scientists, Except Epidemiologists",92180
VT,Vermont,Chemists,61330
VT,Vermont,"Environmental Scientists and Specialists, Including Health",60710
VT,Vermont,"Geoscientists, Except Hydrologists and Geographers",94370
VT,Vermont,Hydrologists,76790
VT,Vermont,Economists,79600
VT,Vermont,"Clinical, Counseling, and School Psychologists",61010
VT,Vermont,"Psychologists, All Other",67580
VT,Vermont,Urban and Regional Planners,51920
VT,Vermont,"Social Scientists and Related Workers, All Other",77500
VT,Vermont,Agricultural and Food Science Technicians,41160
VT,Vermont,Biological Technicians,41830
VT,Vermont,Chemical Technicians,43140
VT,Vermont,"Environmental Science and Protection Technicians, Including Health",45560
VT,Vermont,Forest and Conservation Technicians,36370
VT,Vermont,"Life, Physical, and Social Science Technicians, All Other",55240
VT,Vermont,Community and Social Service Occupations,40720
VT,Vermont,Substance Abuse and Behavioral Disorder Counselors,47360
VT,Vermont,"Educational, Guidance, School, and Vocational Counselors",50950
VT,Vermont,Mental Health Counselors,41650
VT,Vermont,Rehabilitation Counselors,42700
VT,Vermont,"Child, Family, and School Social Workers",41680
VT,Vermont,Healthcare Social Workers,*
VT,Vermont,Mental Health and Substance Abuse Social Workers,40860
VT,Vermont,"Social Workers, All Other",63030
VT,Vermont,Health Educators,51570
VT,Vermont,Probation Officers and Correctional Treatment Specialists,57680
VT,Vermont,Social and Human Service Assistants,31890
VT,Vermont,Community Health Workers,40800
VT,Vermont,"Community and Social Service Specialists, All Other",35390
VT,Vermont,Clergy,47490
VT,Vermont,Legal Occupations,78770
VT,Vermont,Lawyers,101620
VT,Vermont,"Administrative Law Judges, Adjudicators, and Hearing Officers",69200
VT,Vermont,"Judges, Magistrate Judges, and Magistrates",102040
VT,Vermont,Paralegals and Legal Assistants,47300
VT,Vermont,Court Reporters,46680
VT,Vermont,"Title Examiners, Abstractors, and Searchers",44040
VT,Vermont,"Legal Support Workers, All Other",56610
VT,Vermont,"Education, Training, and Library Occupations",46360
VT,Vermont,"Business Teachers, Postsecondary",74370
VT,Vermont,"Computer Science Teachers, Postsecondary",71720
VT,Vermont,"Mathematical Science Teachers, Postsecondary",70450
VT,Vermont,"Biological Science Teachers, Postsecondary",57710
VT,Vermont,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",68580
